293
256.0 -1036.5 25.9536,1 84 85 218,stand,,,
404.0 -1040.5 25.3597,0 83 84,stand,,,
352.0 -820.5 34.125,207 208,stand,,,
-36.0 -328.5 30.33,221,stand,,,
-14.0 313.5 33.0778,266,stand,,,
-246.793 -801.925 4.03448,88 219,stand,,,
-196.0 291.5 47.2863,109 110 266,stand,,,
1195.76 -1087.48 16.3075,76 191 280,stand,,,
1483.76 -1007.48 31.4976,73 74 282 283,stand,,,
1204.98 -798.735 32.125,64,stand,,,
714.0 -734.5 30.6729,202,stand,,,
1134.0 -178.5 33.099,43,stand,,,
1206.0 -318.5 32.8206,189,stand,,,
524.0 771.5 25.7453,142 172 252,stand,,,
732.0 767.5 32.786,166 175,stand,,,
888.0 655.5 29.1483,164 165 167,stand,,,
1112.0 643.5 35.4431,156 157 159,stand,,,
1248.0 727.5 32.125,31,stand,,,
1242.95 1115.48 32.125,28 29,stand,,,
1377.05 1263.52 15.0334,24 25,stand,,,
1054.0 925.5 26.3335,153 154,stand,,,
-208.0 811.5 73.8676,22 248 250,stand,,,
-160.0 855.5 80.4863,21 125 250,stand,,,
1502.92 1282.58 0.275158,24 285,stand,,,
1446.62 1270.42 17.0975,19 23,stand,,,
1279.88 1268.73 12.125,19 26,stand,,,
1214.1 1232.92 23.2277,25 27 28,stand,,,
1096.83 1254.1 34.6794,26 151 152,stand,,,
1238.29 1192.24 28.9946,18 26,stand,,,
1370.82 1093.54 32.125,18 33,stand,,,
1396.8 710.538 32.125,31 34,stand,,,
1394.04 759.95 32.125,17 30 32,stand,,,
1404.21 820.731 32.125,31 33,stand,,,
1369.8 924.26 32.125,29 32,stand,,,
1406.19 634.875 26.4836,30 35,stand,,,
1442.76 472.883 6.14707,34 36 158 291,stand,,,
1428.83 244.761 0.512595,35 37 38 291 292,stand,,,
1449.92 -16.2931 0.866429,36 38 180,stand,,,
1534.84 -22.4478 0.86666,36 37 39 292,stand,,,
1540.06 -130.076 1.05166,38 40,stand,,,
1530.24 -271.236 2.08281,39 41 186,stand,,,
1440.71 -252.529 8.62617,40 42,stand,,,
1355.09 -278.392 33.5486,41 43 187 188 284,stand,,,
1234.42 -166.186 34.3203,11 42 44 284,stand,,,
1220.21 -61.3254 34.7277,43 45 181 182 284,stand,,,
1126.96 -64.0555 38.125,44 46,stand,,,
974.336 -54.1596 38.125,45 47,stand,,,
981.41 80.4268 38.125,46 48 163,stand,,,
882.978 81.7032 38.125,47 49 54 55,stand,,,
747.857 54.0258 31.6984,48 50 51,stand,,,
728.762 -129.027 30.1305,49 55 56,stand,,,
732.569 175.27 42.0969,49 52,stand,,,
731.046 253.409 23.194,51 53 261 264,stand,,,
829.231 248.912 30.7077,52 54 264,stand,,,
850.182 171.115 34.8486,48 53,stand,,,
834.0 -49.3358 30.439,48 50,stand,,,
660.089 -244.164 30.1455,50 57 190 233 246,stand,,,
847.158 -384.902 30.323,56 58 189 190 247,stand,,,
1120.97 -472.727 30.1299,57 60 189 247,stand,,,
1297.79 -519.708 33.7666,60 61 69 188,stand,,,
1202.14 -504.398 28.5595,58 59 61,stand,,,
1300.89 -657.221 27.675,59 60 62 69,stand,,,
1298.58 -711.566 22.9341,61 63,stand,,,
1312.34 -751.411 32.125,62 64,stand,,,
1325.2 -812.57 32.125,9 63 65,stand,,,
1431.03 -806.131 32.125,64 66,stand,,,
1448.74 -895.388 138.125,65 67,stand,,,
1369.86 -941.55 136.125,66 68,stand,,,
1198.91 -888.525 144.125,67,stand,,,
1413.27 -539.493 41.8471,59 61 70 71 187,stand,,,
1525.06 -625.128 6.50543,69 71 186,stand,,,
1519.45 -746.69 16.7171,69 70 72,stand,,,
1537.73 -899.524 25.935,71 73,stand,,,
1535.68 -965.442 27.661,8 72 282,stand,,,
1420.93 -1087.28 2.09358,8 75 280 281,stand,,,
1298.35 -1167.16 1.85568,74 76 281,stand,,,
1228.39 -1169.92 2.26341,7 75 77,stand,,,
1067.35 -1202.51 1.37668,76 78,stand,,,
943.247 -1191.18 1.5343,77 79,stand,,,
768.021 -1202.87 1.43866,78 80,stand,,,
724.502 -1099.93 1.70606,79 81,stand,,,
730.829 -999.809 27.3828,80 82 196,stand,,,
601.009 -982.238 24.1785,81 83 212,stand,,,
492.057 -1073.66 3.43693,1 82 84 212,stand,,,
381.449 -1151.43 3.06581,0 1 83 85,stand,,,
155.668 -1158.57 3.89059,0 84 86,stand,,,
-94.6023 -1118.04 2.90641,85 87 93 213 218,stand,,,
-272.334 -968.679 -2.96779,86 88 93 213,stand,,,
-402.851 -891.632 -0.720453,5 87 89 90 91,stand,,,
-494.501 -726.936 22.7265,88 90 94,stand,,,
-535.592 -904.052 13.5454,88 89 91,stand,,,
-519.904 -1025.7 7.30568,88 90 92,stand,,,
-424.174 -1153.7 1.94341,91 93,stand,,,
-241.875 -1145.33 3.20486,86 87 92,stand,,,
-505.837 -571.319 26.7546,89 95 96,stand,,,
-349.254 -513.664 -4.455,94 220 276 277,stand,,,
-525.262 -382.835 26.9194,94 97 277,stand,,,
-540.144 -218.288 33.533,96 98 106,stand,,,
-550.008 -131.639 37.3774,97 99,stand,,,
-546.959 14.4396 36.1956,98 100 113,stand,,,
-386.573 50.1569 11.96,99 101 108 109 274,stand,,,
-243.539 82.8201 28.7751,100 102 109 227 274,stand,,,
-222.953 -77.3014 31.5225,101 103 274,stand,,,
-221.725 -253.769 25.1742,102 104 220,stand,,,
-273.942 -253.07 24.2256,103 105,stand,,,
-366.611 -241.261 -2.97408,104 106 107 277,stand,,,
-469.423 -260.317 26.7713,97 105,stand,,,
-432.151 -120.893 6.89262,105 108,stand,,,
-443.328 -41.5964 12.0051,100 107,stand,,,
-366.815 225.533 10.4216,6 100 101 110,stand,,,
-349.89 388.672 15.4391,6 109 111 275 278,stand,,,
-285.139 393.716 20.2764,110 112 273,stand,,,
-180.559 442.767 59.7897,111 257 273,stand,,,
-551.762 143.49 39.0974,99 114,stand,,,
-546.652 332.052 51.8007,113 115 278,stand,,,
-535.249 487.487 84.328,114 116 272 278,stand,,,
-496.755 700.481 83.3123,115 117 249 272 279,stand,,,
-514.239 910.036 99.1909,116 118 121 279,stand,,,
-391.439 1015.7 82.3129,117 119 123 250 279,stand,,,
-455.787 1099.68 102.685,118 120 121,stand,,,
-489.643 1216.9 110.197,119 122,stand,,,
-536.991 1051.28 110.726,117 119 122,stand,,,
-543.199 1148.55 110.107,120 121,stand,,,
-302.435 1082.29 99.1506,118 124,stand,,,
-126.632 1067.34 103.342,123 125 135 136 137,stand,,,
-93.3831 958.061 86.5492,22 124 126 137,stand,,,
-15.8275 842.576 80.8481,125 127,stand,,,
29.1061 781.328 75.8111,126 128,stand,,,
99.0432 824.131 61.2585,127 129,stand,,,
171.446 855.862 41.3688,128 130 139 251,stand,,,
