233
748.268 3511.9 -23.2166,194 195 196,stand,,,
1213.21 3317.21 -23.875,189 190,stand,,,
1425.21 2675.21 -25.3988,183 184,stand,,,
1176.0 1326.0 -7.875,73 75,stand,,,
1277.0 1724.0 144.125,28 81,stand,,,
1768.79 821.213 -23.875,31 58 67,stand,,,
1030.0 1216.0 -23.875,61,stand,,,
1141.21 410.787 -11.875,55 56,stand,,,
946.0 -792.0 -4.28835,20 32 48 49,stand,,,
-685.213 415.787 4.17686,39 40,stand,,,
1040.0 402.0 -7.875,107 108,stand,,,
-1149.41 1573.65 -13.875,21 154 155,stand,,,
-610.787 1690.79 0.125001,153 156,stand,,,
202.787 1837.21 -143.875,229,stand,,,
901.002 1567.69 -36.875,22 126 127 180,stand,,,
-565.213 2669.79 -23.3075,24 170,stand,,,
194.787 2109.21 -20.2975,174,stand,,,
1937.79 2277.79 -27.3627,84 181 182,stand,,,
176.0 550.0 0.125001,95,stand,,,
42.0 360.0 -7.875,43 44 87,stand,,,
946.0 -864.0 -5.69028,8 32,stand,,,
-1243.04 1686.57 -13.875,11 154,stand,,,
693.213 1449.21 -36.875,14 126 127,stand,,,
-205.213 1874.79 -7.875,148 151 152,stand,,,
-599.213 2723.79 -23.875,15 170,stand,,,
-968.787 2352.21 -27.8352,170,stand,,,
1116.0 3517.0 -20.0706,190 193 196,stand,,,
1778.79 2674.79 -23.4621,182 183,stand,,,
1322.0 1723.0 144.125,4 80,stand,,,
1234.79 525.213 160.125,30 122,stand,,,
1029.21 525.213 160.125,29 121,stand,,,
1762.71 1328.93 -23.875,5 65 66,stand,,,
829.626 -884.583 2.38492,8 20 33 47 48,stand,,,
496.59 -1199.37 3.36906,32 34 47,stand,,,
200.569 -1203.69 25.9513,33 35 46,stand,,,
36.9289 -762.509 75.6159,34 36 45 46,stand,,,
-136.575 -446.108 104.404,35 37,stand,,,
-293.493 -522.487 89.2724,36 38,stand,,,
-391.443 -105.845 90.4377,37 39 43 44,stand,,,
-660.651 192.663 51.125,9 38 86,stand,,,
-810.459 414.498 15.8675,9 41 86,stand,,,
-839.177 817.766 0.124998,40 42 150,stand,,,
-353.088 791.899 -7.875,41 43 132 146 149,stand,,,
