143
-1259.3 1521.5 8.83176,39,stand,,,
-2523.63 1174.27 12.9425,126,stand,,,
1724.3 -752.1 150.125,108,stand,,,
1688.74 652.6 11.4999,75,stand,,,
1881.7 -1090.4 9.19418,111,stand,,,
1896.6 -834.738 8.36909,110,stand,,,
1309.1 -229.9 8.31324,62 78 105,stand,,,
1896.3 -1265.6 8.46395,84,stand,,,
-1316.1 1168.7 8.83177,39,stand,,,
1303.37 -1616.98 8.12109,84 133,stand,,,
-1744.2 -26.8 9.27197,15 17 99,stand,,,
-2500.8 951.3 12.9426,126,stand,,,
-1931.6 2360.4 -11.4597,45 49,stand,,,
-1457.54 323.829 10.125,14,stand,,,
-1517.99 250.16 11.125,13 15 21 99,stand,,,
-1732.71 217.709 9.27197,10 14 20 40 99,stand,,,
-2085.49 341.317 12.3643,17,stand,,,
-1954.02 203.053 12.9425,10 16 18,stand,,,
-1925.3 459.111 12.9425,17 19 20 40 115,stand,,,
-1983.84 1011.93 12.9425,18 40 41 125,stand,,,
-1678.42 1369.06 9.27171,15 18 21 38 38 39 41 45 53 124 142,stand,,,
-1521.34 858.727 11.125,14 20 22 23 40 140,stand,,,
-1431.46 831.532 10.125,21 23,stand,,,
-1428.8 693.488 10.125,21 22 24,stand,,,
-1422.08 459.612 127.859,23 25,stand,,,
-1307.34 440.501 127.625,24 26,stand,,,
-1176.76 259.14 127.625,25 27 28,stand,,,
-985.833 313.273 127.625,26 28,stand,,,
-605.066 257.565 127.625,26 27 29,stand,,,
-280.386 287.564 127.625,28 30,stand,,,
-253.489 12.2056 127.625,29 31,stand,,,
-53.1065 21.1914 128.591,30 32,stand,,,
-50.4324 -242.792 8.93786,31 33,stand,,,
82.463 -436.886 8.49204,32 34 55 56 60 134 134 135,stand,,,
-545.9 -472.407 8.77093,33 35 36 97 134 135 136,stand,,,
-663.06 75.7119 8.77093,34 36 99 100 137,stand,,,
-654.501 329.688 8.93575,34 35 37,stand,,,
-923.941 336.218 8.93563,36 38 127,stand,,,
-986.444 1340.97 9.11872,20 20 37 39 41 53 127,stand,,,
-1238.49 1321.65 8.83176,0 8 20 38 41,stand,,,
-1947.23 759.343 12.9425,15 18 19 21,stand,,,
-2141.93 1281.33 12.9425,19 20 38 39 42 53 125,stand,,,
-2081.98 1491.97 22.5764,41 43,stand,,,
-2102.06 1655.49 16.739,42 44,stand,,,
-2099.16 1765.12 -11.452,43 45,stand,,,
-1782.85 2029.39 -14.3657,12 20 44 46 49 124,stand,,,
-1338.71 1878.65 -14.3672,45 47 47 50 67 124,stand,,,
-1295.89 2033.93 -14.4779,46 46 48 50 67 124 142,stand,,,
