257
750.161 -4288.38 2443.03,1 3 5,stand,31.2494 97.5433 0,,
335.252 -4342.31 2441.13,0 2 104,stand,39.5331 97.9938 0,,
81.2606 -4103.64 2444.13,1 5 104,stand,21.8396 -48.4869 0,,
374.168 -3890.88 2441.13,4 0 6 7 44,stand,29.9036 91.012 0,,
303.96 -3888.66 2448.13,3,stand,28.8983 85.1892 0,,
357.927 -4150.38 2439.03,2 0,stand,26.9922 94.0277 0,,
796.87 -3443.64 2436.13,3 20 44 16,stand,22.6251 90.144 0,,
380.25 -3795.04 2441.04,3 8,stand,29.9036 67.2211 0,,
280.626 -3802.51 2441.01,7 9,stand,32.4799 77.8614 0,,
0.0506115 -3919.59 2444.13,8 10 20 21,stand,29.9036 -89.1913 0,,
-11.4286 -4009.04 2452.13,9 12,stand,36.6217 -89.043 0,,
-146.762 -4073.16 2452.13,12,stand,41.8842 -132.269 0,,
11.2458 -4134.47 2452.13,11 10 13 14 15,stand,21.5045 17.0081 0,,
-143.103 -4353.56 2452.13,12 14 15,stand,52.4146 78.3722 0,,
-32.0777 -4279.08 2452.13,12 13,stand,34.9408 48.1708 0,,
-100.151 -4189.66 2452.13,12 13,stand,29.2334 57.5806 0,,
32.3598 -3304.58 2443.62,17 6 20 76,stand,28.8983 52.2412 0,,
276.667 -3231.89 2435.48,16 19 20,stand,28.6731 76.0926 0,,
283.865 -3159.88 2435.44,19 22,stand,39.7583 -12.8198 0,,
46.7809 -3245.64 2443.73,17 18 73 74 79,stand,29.9036 8.68044 0,,
346.478 -3487.35 2435.14,17 6 9 22 24 76 16,stand,20.9442 96.2195 0,,
-172.36 -3832.03 2444.13,9,stand,40.7635 -30.2881 0,,
494.006 -2905.46 2435.24,20 23 24 18,stand,17.923 92.6709 0,,
810.532 -2694.35 2436.13,22 70,stand,35.5011 85.0519 0,,
819.266 -2918.85 2444.13,22 20 36,stand,17.6978 87.403 0,,
1004.66 -2590.74 2446.13,26 27 29,stand,32.0294 73.4723 0,,
1132.62 -2597.99 2446.13,25 27 29,stand,42.1094 28.6756 0,,
1082.67 -2721.7 2446.13,28 26 25 29,stand,41.8842 -109.961 0,,
1079.06 -2776.75 2442.13,27 35 72,stand,49.278 -85.8844 0,,
