235
-61.2132 594.787 4.12499,172,stand,,,
1736.0 -1430.0 153.655,133 136,stand,,,
150.0 591.5 5.125,65,stand,,,
1540.0 -2055.5 148.743,138 139,stand,,,
-162.0 928.0 9.625,189 190 192,stand,,,
704.0 1554.0 14.625,191 193,stand,,,
1168.0 1922.0 14.625,197,stand,,,
1568.0 1426.0 174.625,107,stand,,,
2512.0 1490.0 269.945,211,stand,,,
1984.0 194.0 172.125,121,stand,,,
1472.0 242.0 160.125,39,stand,,,
2644.0 -983.5 148.687,130,stand,,,
852.0 -1575.5 180.125,144 148,stand,,,
357.5 -1193.0 140.125,154,stand,,,
252.0 -1367.5 175.732,155 157,stand,,,
-278.0 -1657.5 170.388,158 159,stand,,,
-358.0 -937.5 -0.495911,88 167 168,stand,,,
1631.0 294.5 321.625,45,stand,,,
926.5 -630.5 193.625,53 63,stand,,,
3421.29 -1294.29 275.763,225,stand,,,
1555.0 -1316.5 304.125,27,stand,,,
19.9886 357.3 173.125,67 68,stand,,,
-60.5 -130.5 148.125,75 76 77,stand,,,
225.5 -1079.0 148.125,84,stand,,,
22.0 -555.5 20.125,72,stand,,,
1860.45 -1135.65 158.125,26 116 133 134,stand,,,
1589.22 -1139.88 304.125,25 27,stand,,,
1589.07 -1278.98 304.125,20 26 28 29,stand,,,
1439.52 -1275.81 304.125,27,stand,,,
1784.97 -1284.0 304.125,27,stand,,,
2148.91 -553.697 158.125,31 120 128,stand,,,
2148.92 -469.409 160.125,30 32,stand,,,
2396.14 -468.904 312.125,31 33 34,stand,,,
2156.48 -252.164 312.125,32 34,stand,,,
2295.19 -131.767 312.125,32 33,stand,,,
1781.45 -178.397 158.064,36 114 115 118,stand,,,
1736.54 150.869 161.625,35 37 40,stand,,,
1631.84 150.856 161.625,36 38,stand,,,
1539.19 -78.8412 161.625,37 39,stand,,,
1465.7 -78.83 160.125,10 38 112 113 114,stand,,,
1758.27 309.325 161.625,36 41,stand,,,
1892.41 309.288 233.625,40 42,stand,,,
1892.12 153.229 321.625,41 43 44,stand,,,
1811.06 -23.9373 321.625,42,stand,,,
1635.5 144.024 321.625,42 45 46,stand,,,
1553.83 223.041 321.625,17 44,stand,,,
1604.98 -64.5045 321.625,44,stand,,,
955.298 -73.4087 6.625,48 117,stand,,,
1109.67 -73.4546 54.625,47 49,stand,,,
1289.92 -76.3251 193.625,48 50,stand,,,
1289.82 -164.206 193.625,49 51,stand,,,
1217.37 -280.146 193.625,50 52,stand,,,
1134.74 -596.022 193.625,51 53,stand,,,
1018.57 -595.778 193.625,18 52 63,stand,,,
1055.37 -368.628 193.625,55 63,climb,5.25253 1.12061 0.0,,
1059.92 -368.628 315.625,54 56,climb,1.07223 -0.796509 0.0,,
1058.62 -443.469 308.625,55 57 58,stand,,,
1060.12 -552.946 308.625,56 58 59,stand,,,
932.031 -475.078 308.625,56 57,stand,,,
1154.27 -547.236 308.625,57 60,stand,,,
1292.43 -289.746 308.625,59 61,stand,,,
1576.92 -290.048 303.452,60 62,stand,,,
1599.5 -835.198 300.125,61,stand,,,
984.622 -373.502 193.625,18 53 54 64,stand,,,
1008.69 -135.265 193.625,63,stand,,,
182.641 691.932 5.125,2 66 177,stand,,,
66.6564 708.883 37.125,65 67,stand,,,
38.8293 499.395 173.125,21 66 68 69,stand,,,
296.64 299.411 173.125,21 67 69,stand,,,
348.162 622.842 173.125,67 68,stand,,,
-144.717 -135.87 4.125,74 169 170,stand,,,
137.635 -675.092 10.4345,73 167 185,stand,,,
-53.5963 -454.249 20.125,24 73 75,stand,,,
128.178 -522.471 20.125,71 72 74,stand,,,
107.99 -139.41 20.125,70 73,stand,,,
-54.1014 -271.521 148.125,22 72 76 77,stand,,,
34.7452 -271.569 148.125,22 75 77 87,stand,,,
39.2802 -142.836 148.125,22 75 76 78,stand,,,
127.501 -133.868 148.125,77 79 82,stand,,,
127.213 -40.7511 144.125,78 80,stand,,,
23.0997 -50.6687 144.125,79 81,climb,7.87598 -87.586 0.0,,
23.1241 -68.0675 296.625,80 163 164,climb,-3.19824 -89.0802 0.0,,
258.196 -313.84 148.125,78 83,stand,,,
258.3 -805.291 148.125,82 84,stand,,,
189.258 -1058.01 148.125,23 83 85,stand,,,
73.6506 -1056.26 148.125,84 86 87,stand,,,
-44.0759 -1058.65 132.125,85 88 89,stand,,,
75.3973 -604.463 148.125,76 85,stand,,,
-46.5182 -838.969 10.6532,16 86 167 168,stand,,,
-266.903 -1098.77 132.125,86 159,stand,,,
854.471 706.919 13.6464,91 194 198 199 200,stand,,,
852.351 617.421 13.625,90 92,stand,,,
1081.64 614.752 173.625,91 94 95,stand,,,
1102.51 292.384 173.625,94 96,climb,1.69617 -1.27196 0.0,,
1051.55 290.709 173.625,92 93 95,stand,,,
858.035 234.754 173.625,92 94,stand,,,
1133.01 292.84 352.125,93 97 100,climb,1.48193 -0.0250092 0.0,,
1243.34 437.565 352.125,96 98,stand,,,
1389.12 389.81 352.125,97 99,stand,,,
1393.71 137.047 352.125,98 100,stand,,,
1187.23 166.869 352.125,96 99,stand,,,
1218.09 1260.82 14.625,102 195 196 198,stand,,,
1218.99 1451.42 134.625,101 103,stand,,,
1325.9 1450.33 174.625,102 104,stand,,,
1450.82 1325.65 174.625,103 105,stand,,,
1452.76 1093.86 174.625,104 106,stand,,,
1566.99 1090.76 174.625,105 107,stand,,,
1727.58 1317.9 174.625,7 106 108,stand,,,
1827.47 1316.72 173.625,107 209,stand,,,
847.639 -809.418 -2.68362,110 187 188,stand,,,
1108.57 -784.51 14.6489,109 111,stand,,,
1398.97 -734.486 90.7699,110 112,stand,,,
1404.03 -345.575 160.625,39 111 113 114,stand,,,
1356.0 21.3798 140.527,39 112 114 117,stand,,,
1476.57 -200.887 157.46,35 39 112 113 115,stand,,,
1878.23 -224.425 160.125,35 114 116 118 120,stand,,,
1877.29 -619.482 160.125,25 115 118 119 120,stand,,,
953.106 29.5025 1.93026,47 113 173,stand,,,
1976.13 -195.405 157.329,35 115 116 119 120 121,stand,,,
2070.37 -12.2599 172.821,116 118 120 121 122,stand,,,
2053.39 -599.945 159.625,30 115 116 118 119 128,stand,,,
1979.22 34.368 172.125,9 118 119,stand,,,
2315.72 -10.6646 190.757,119 123,stand,,,
2474.29 -11.0329 240.125,122 124,stand,,,
2474.34 -90.8081 240.125,123 125 127,stand,,,
2586.69 -91.2778 240.125,124 126 127,stand,,,
2584.57 119.007 272.125,125 213 215 217,stand,,,
2567.26 -363.014 240.125,124 125 128 129,stand,,,
2463.08 -605.041 240.125,30 120 127 129,stand,,,
2582.42 -772.3 240.125,127 128 130,stand,,,
2582.28 -998.897 147.619,11 129 131 134,stand,,,
2470.82 -1247.13 150.125,130 132 133 134,stand,,,
2779.91 -1251.73 265.465,131 221 224 230,stand,,,
2064.02 -1392.77 155.46,1 25 131 134 135 136,stand,,,
2342.1 -1223.49 150.125,25 130 131 133,stand,,,
2107.69 -1803.21 149.35,133 136 137,stand,,,
1729.37 -1698.62 154.068,1 133 135 137 140,stand,,,
1767.79 -1840.0 151.667,135 136 138,stand,,,
1727.72 -2046.83 148.125,3 137,stand,,,
1363.91 -2027.59 148.125,3 140,stand,,,
1341.57 -1726.94 165.05,136 139 141 142,stand,,,
1267.21 -1467.41 162.575,140 142 149 153,stand,,,
1024.66 -1763.39 150.093,140 141 143,stand,,,
665.846 -1763.82 160.394,142 144 145 146 147,stand,,,
719.217 -1532.52 176.125,12 143 145,stand,,,
630.99 -1639.11 168.94,143 144 146 147,stand,,,
437.458 -1566.32 168.142,143 145 147 154,stand,,,
357.666 -1789.18 159.152,143 145 146 155,stand,,,
866.161 -1428.8 180.125,12 149,stand,,,
863.962 -1278.26 132.125,141 148 150 151 153,stand,,,
780.555 -1222.21 132.125,149 151 153 154,stand,,,
742.432 -1067.14 132.125,149 150 152 153,stand,,,
401.391 -1066.59 4.125,151 186,stand,,,
965.265 -1234.3 132.002,141 149 150 151,stand,,,
502.623 -1280.07 143.228,13 146 150,stand,,,
256.235 -1775.15 168.055,14 147 156 158,stand,,,
88.6432 -1641.26 176.727,155 157 158 159,stand,,,
29.9327 -1360.28 175.284,14 156 159 160,stand,,,
-257.023 -1808.44 163.121,15 155 156,stand,,,
-264.888 -1367.34 175.74,15 89 156 157,stand,,,
41.3217 -1137.05 284.125,157 161,stand,,,
142.32 -829.934 284.125,160 162,stand,,,
161.276 -475.045 285.625,161 163,stand,,,
161.191 -261.228 285.625,81 162 164,stand,,,
-61.5161 -259.486 285.625,81 163 165,stand,,,
-57.8068 -332.479 284.125,164 166,stand,,,
80.9897 -386.371 284.125,165,stand,,,
-41.4965 -682.125 14.125,16 71 88 168,stand,,,
-281.969 -581.018 -3.17791,16 88 167 169,stand,,,
-278.998 -215.994 1.96618,70 168 170 172,stand,,,
-142.172 -20.1269 4.125,70 169 171 172 178,stand,,,
41.1508 102.783 4.125,170 172 178,stand,,,
-178.208 295.486 9.21427,0 169 170 171,stand,,,
788.25 62.2827 5.04718,117 174 176,stand,,,
605.89 19.6847 0.70329,173 175 178 181,stand,,,
485.615 141.032 5.68616,174 176 177 178,stand,,,
632.406 286.913 8.125,173 175 177,stand,,,
531.807 595.026 8.125,65 175 176 189 199,stand,,,
356.777 112.485 -2.05063,170 171 174 175 179,stand,,,
347.902 -205.542 4.125,178 180 184 185,stand,,,
461.066 -207.911 -1.875,179 181 184,stand,,,
608.727 -78.4962 1.3036,174 180 182,stand,,,
771.869 -194.352 -0.135166,181 183,stand,,,
765.388 -293.225 -1.875,182 184 185 186 188,stand,,,
422.898 -341.194 4.125,179 180 183 185 188,stand,,,
370.754 -665.852 4.125,71 179 183 184 186 188,stand,,,
380.233 -947.502 4.125,152 183 185 187,stand,,,
755.023 -905.981 -1.875,109 186 188,stand,,,
762.554 -723.85 -2.89185,109 183 184 185 187,stand,,,
474.8 760.539 9.625,4 177 190 192 199,stand,,,
446.553 971.795 9.625,4 189 191 192 194,stand,,,
575.985 1284.12 14.625,5 190 193 194 195,stand,,,
